method,N,MAE_norm,RMSE_norm,MAX_norm,MAE_X,MAE_Y,MAE_Z,RMSE_X,RMSE_Y,RMSE_Z,MAX_abs_X,MAX_abs_Y,MAX_abs_Z
PCC IK,50,1.6330948687842366,1.7832363681449126,4.044685769035107,0.7225686869710983,1.0053630126420143,0.6990212149175815,0.8875215322208923,1.2401538558665226,0.9242596433353206,1.9969763715903213,2.9972795605462963,2.660051102737299
PCC+NN IK,50,0.9656355374995857,1.0520732498319694,2.22844008136783,0.4366400721632829,0.35886357883357634,0.6334807820133278,0.5364822958590084,0.43807289731450455,0.791919822886335,1.270925473293019,1.162777614593324,2.143600803296593
