dl1,dl2,dl3,x_pcc,y_pcc,z_pcc,x_real,y_real,z_real,dx,dy,dz
0.0,6.527115,0.0,-39.583243,-22.853396,96.107485,-53.727437,-17.528577,86.406891,-14.144194,5.324819,-9.700593
0.0,8.980752,0.0,-51.591878,-29.786585,84.251572,-71.383562,-18.241849,61.074544,-19.791683,11.544736,-23.177027
0.097212,0.0,2.413579,15.316121,-8.130445,108.156005,17.474851,-8.012611,109.123455,2.15873,0.117834,0.96745
0.0,2.217302,0.0,-14.072663,-8.124856,108.383035,-14.774635,-7.159306,109.634139,-0.701972,0.965551,1.251103
4.080524,0.0,0.0,0.0,29.539973,104.520186,-2.862982,35.754525,103.289251,-2.862982,6.214553,-1.230935
6.285965,0.0,0.0,0.0,44.202148,97.096659,-8.668881,55.480752,88.27293,-8.668881,11.278604,-8.823729
2.816336,0.0,6.637867,41.177299,-3.600137,98.852998,54.583452,-0.52573,90.647118,13.406153,3.074407,-8.205881
8.760576,4.604817,0.0,-27.756055,44.949409,90.709289,-43.530556,55.176723,70.474839,-15.774501,10.227315,-20.23445
0.0,5.021161,0.0,-31.15327,-17.986349,101.72051,-39.109784,-14.935426,96.231109,-7.956514,3.050922,-5.489402
0.0,7.115865,4.592558,-15.606875,-41.810323,96.821437,-31.388227,-49.921732,85.828371,-15.781352,-8.111409,-10.993066
0.0,8.459776,0.0,-49.250941,-28.435044,87.025399,-69.191908,-19.272487,67.296487,-19.940967,9.162557,-19.728913
0.0,0.0,6.871092,41.407584,-23.90668,94.639042,53.658353,-30.340791,84.419906,12.250769,-6.434112,-10.219136
2.470137,0.0,0.0,0.0,18.08409,107.992315,-0.109029,21.843297,107.754379,-0.109029,3.759206,-0.237936
0.0,0.0,0.243316,1.54627,-0.892739,109.980677,3.620285,0.341229,110.663585,2.074015,1.233969,0.682909
0.0,2.0301,3.222592,7.602527,-19.334103,107.33913,8.96368,-21.713812,106.703707,1.361153,-2.379709,-0.635423
8.113132,0.0,0.0,0.0,54.99499,88.798233,-15.55331,69.443816,71.553472,-15.55331,14.448825,-17.244761
1.353834,2.005299,0.0,-12.805372,2.589509,108.958655,-13.28913,4.660918,109.105603,-0.483758,2.071409,0.146948
0.0,0.0,9.728339,54.730394,-31.598608,80.05531,68.721302,-37.403757,50.878132,13.990908,-5.80515,-29.177178
0.0,3.484107,4.525112,6.599916,-29.316695,104.321725,4.502652,-36.03872,100.725619,-2.097264,-6.722025,-3.596106
0.0,0.0,9.061451,51.943431,-29.989554,83.810557,65.003163,-37.081556,59.378684,13.059733,-7.092003,-24.431873
0.058756,0.0,0.0,0.0,0.430948,109.998874,1.841906,2.994243,110.585663,1.841906,2.563295,0.586788
0.0,8.871777,0.0,-51.112373,-29.509743,84.842359,-71.953847,-18.482922,61.672171,-20.841474,11.02682,-23.170187
0.0,6.902536,0.0,-41.57227,-24.001761,94.501485,-57.461866,-18.622807,83.610064,-15.889597,5.378954,-10.891421
6.506758,0.0,0.0,0.0,45.580641,96.192283,-11.243947,57.317562,86.345211,-11.243947,11.736921,-9.847072
0.0,3.734063,0.0,-23.483283,-13.55808,105.409518,-28.064306,-10.954276,103.105039,-4.581024,2.603803,-2.304479
0.0,0.0,8.498415,49.428722,-28.537686,86.824126,63.795917,-36.116427,65.110665,14.367195,-7.578741,-21.713461
9.211582,0.0,0.0,0.0,60.724971,82.982231,-20.026064,75.429927,57.49075,-20.026064,14.704956,-25.49148
0.0,7.462104,0.946359,-39.282185,-29.267631,93.77667,-56.373892,-24.055121,80.938144,-17.091708,5.21251,-12.838527
0.0,0.489136,6.719411,37.881903,-25.305311,96.208451,49.449877,-32.285525,86.202371,11.567973,-6.980213,-10.00608
6.295101,0.0,3.495198,21.821984,32.784216,99.957001,21.40547,47.920596,92.065194,-0.416514,15.13638,-7.891807
0.0,0.0,8.379904,48.881369,-28.221672,87.439154,62.541466,-34.413299,68.945687,13.660097,-6.191628,-18.493467
0.0,8.289676,1.862363,-38.477895,-35.089282,91.34193,-58.280135,-29.142096,74.222587,-19.802241,5.947186,-17.119343
2.378228,0.0,8.438662,50.601059,-12.747746,91.252969,66.949174,-11.76339,73.153668,16.348115,0.984356,-18.099301
0.635347,0.0,2.337513,14.881375,-3.921204,108.551301,18.511847,-2.15068,107.567778,3.630473,1.770524,-0.983523
6.317921,0.33342,0.0,-2.037532,43.405251,97.571408,-11.521341,53.539475,89.886384,-9.483809,10.134224,-7.685024
8.29558,0.0,8.511513,50.637471,27.752172,86.158527,56.596888,53.146642,57.110878,5.959417,25.39447,-29.047649
6.173738,0.0,0.0,0.0,43.494397,97.545503,-9.929235,55.309761,90.398486,-9.929235,11.815364,-7.147017
0.0,4.794992,0.0,-29.832554,-17.223833,102.444484,-37.402405,-15.252799,100.103817,-7.56985,1.971034,-2.340667
0.0,3.920305,0.342346,-22.529614,-15.496636,105.329376,-27.941145,-14.922474,103.330933,-5.411531,0.574163,-1.998443
5.941255,0.0,0.0,0.0,42.013542,98.451808,-8.580948,52.46198,90.413678,-8.580948,10.448438,-8.038131
0.0,0.0,5.336159,32.970836,-19.035721,100.65944,42.543024,-23.26743,96.188452,9.572188,-4.231709,-4.470988
4.125532,0.0,0.0,0.0,29.852876,104.398996,-3.356985,36.57908,101.874947,-3.356985,6.726205,-2.52405
0.0,0.0,8.042219,47.288552,-27.302058,89.153503,60.570778,-34.110131,72.825265,13.282225,-6.808072,-16.328239
4.977508,0.0,0.0,0.0,35.679494,101.862725,-4.233373,44.740811,98.168439,-4.233373,9.061317,-3.694286
0.0,6.917552,8.462867,9.311321,-53.505952,89.417621,-0.980255,-70.577535,65.854215,-10.291576,-17.071583,-23.563406
2.689282,0.0,0.0,0.0,19.667826,107.619541,-0.287562,23.109038,104.899306,-0.287562,3.441212,-2.720235
6.27189,0.0,0.0,0.0,44.113645,97.153352,-9.506634,55.971666,89.111387,-9.506634,11.858021,-8.041965
0.0,5.497983,0.0,-33.894157,-19.5688,100.0907,-44.614606,-16.909336,93.578213,-10.720449,2.659465,-6.512488
0.0,0.0,2.125204,13.492514,-7.789907,108.514866,17.360462,-7.687796,109.153384,3.867948,0.10211,0.638518
0.862116,6.532441,0.0,-40.00935,-17.00234,97.559446,-52.657676,-10.582975,89.122016,-12.648327,6.419365,-8.437431
2.935781,0.367783,0.0,-2.332109,20.149215,107.465595,-3.584104,22.529547,108.40854,-1.251995,2.380332,0.942945
3.939746,0.0,0.0,0.0,28.558288,104.890859,-1.785035,34.541249,104.192282,-1.785035,5.982961,-0.698577
0.0,8.752943,7.943693,-4.816967,-57.379885,86.321325,-24.372074,-70.919203,56.105146,-19.555106,-13.539318,-30.216179
0.897804,8.577299,0.0,-50.451756,-23.030484,88.369552,-69.01925,-10.589874,69.474219,-18.567494,12.44061,-18.895333
3.420996,0.0,1.310537,8.329642,20.298124,107.026136,7.168735,25.357308,106.688603,-1.160907,5.059184,-0.337533
0.936814,0.0,0.0,0.0,6.88052,109.712556,0.767505,8.396301,110.338634,0.767505,1.515781,0.626078
5.809299,2.361432,0.0,-14.774206,33.438457,101.432793,-22.138483,41.229769,94.915436,-7.364277,7.791312,-6.517357
7.986615,0.0,0.907178,5.408205,51.85607,91.290203,-7.599645,67.604185,76.576905,-13.00785,15.748114,-14.713298
8.004766,6.027816,0.0,-36.723462,35.109788,92.371854,-51.238117,44.996784,74.040607,-14.514655,9.886996,-18.331247
0.340131,0.0,0.0,0.0,2.496438,109.96222,1.766525,5.044603,111.142402,1.766525,2.548165,1.180182
0.372794,1.873192,0.0,-11.924923,-4.14447,109.028045,-12.363979,-2.959135,110.514992,-0.439056,1.185334,1.486946
0.0,0.0,0.08584,0.545293,-0.314825,109.997597,2.511304,-0.061966,109.926118,1.966011,0.252859,-0.071479
7.48214,2.941925,0.0,-18.028543,42.536119,95.773275,-30.991186,53.726664,84.48611,-12.962643,11.190545,-11.287165
0.0,5.655195,8.933326,19.701926,-50.621271,89.40864,16.023303,-69.208877,66.286497,-3.678623,-18.587606,-23.122143
0.0,0.0,4.970602,30.859136,-17.81653,101.885113,38.343633,-21.501225,97.964933,7.484497,-3.684695,-3.92018
4.938162,0.0,0.0,0.0,35.414749,101.989892,-5.106975,42.821759,98.856075,-5.106975,7.40701,-3.133816
2.157595,0.0,9.825479,56.898841,-18.423128,83.998249,74.894071,-18.451195,56.557371,17.995229,-0.028067,-27.440879
9.412808,0.0,9.599266,55.505772,30.801326,79.702163,58.338305,56.933058,39.305609,2.832533,26.131732,-40.396554
0.0,0.342385,0.0,-2.176314,-1.256496,109.961717,-0.264594,1.131349,111.439304,1.91172,2.387845,1.477587
6.846713,5.734243,0.0,-35.468366,28.423194,96.278409,-48.616475,38.405575,82.294156,-13.148109,9.982381,-13.984253
0.0,0.0,4.40813,27.545176,-15.903215,103.60855,33.837484,-19.623317,102.191698,6.292309,-3.720103,-1.416852
0.0,6.301486,0.0,-38.364633,-22.149831,97.034004,-50.613343,-17.419497,88.122566,-12.24871,4.730334,-8.911438
0.545163,0.0,9.859527,55.777,-28.641676,80.666591,69.982253,-33.517352,52.664814,14.205254,-4.875676,-28.001777
3.409378,7.078752,0.0,-43.737664,-0.927482,97.386177,-56.466246,4.794662,87.587376,-12.728583,5.722143,-9.798801
0.16129,7.808267,0.0,-46.266019,-25.60817,90.665215,-63.3781,-18.477603,74.256719,-17.112082,7.130567,-16.408495
6.167013,0.0,0.0,0.0,43.451838,97.572165,-8.989703,54.575095,88.375571,-8.989703,11.123258,-9.196594
2.063642,0.0,6.993072,42.961417,-10.164688,97.131667,56.009395,-7.643577,87.920208,13.047977,2.521112,-9.211459
0.0,2.503401,0.0,-15.869807,-9.162437,107.93777,-18.582164,-8.305644,109.138209,-2.712357,0.856793,1.200439
0.0,6.20473,2.485348,-23.171104,-31.256402,100.214701,-36.077313,-32.85733,93.928567,-12.906209,-1.600928,-6.286133
0.746613,0.0,0.0,0.0,5.483027,109.817585,2.600657,7.015042,110.543282,2.600657,1.532015,0.725698
6.238685,0.0,0.0,0.0,43.904557,97.286645,-9.61942,54.577608,89.824144,-9.61942,10.673051,-7.462502
2.185956,7.312295,0.0,-44.724699,-10.38334,95.967321,-59.107241,-2.033526,84.413492,-14.382542,8.349813,-11.553829
0.0,0.0,5.621336,34.593028,-19.972294,99.646489,43.160545,-24.54342,93.859711,8.567517,-4.571126,-5.786779
3.140938,2.21465,0.0,-14.126747,14.978716,107.387287,-15.669096,17.330254,105.849617,-1.542349,2.351538,-1.53767
2.863904,0.0,1.822946,11.631623,14.385051,107.89778,12.641699,18.568853,106.029537,1.010076,4.183802,-1.868243
0.0,0.0,5.427263,33.491544,-19.336352,100.341211,43.449534,-22.724376,94.663443,9.95799,-3.388024,-5.677768
0.0,0.0,2.950316,18.65913,-10.772854,107.134274,22.579765,-10.903027,107.144131,3.920634,-0.130173,0.009857
2.825233,9.434124,0.0,-55.53977,-12.860379,86.88911,-73.100314,0.738431,63.325364,-17.560545,13.598809,-23.563746
9.534089,0.0,0.0,0.0,62.285415,81.169042,-22.065121,75.736232,54.327031,-22.065121,13.450817,-26.842011
0.0,0.0,8.624615,50.004796,-28.870282,86.161701,63.396328,-35.979469,63.913125,13.391532,-7.109187,-22.248575
7.957099,5.982421,0.0,-36.477388,34.963349,92.592691,-52.39803,44.188243,73.560848,-15.920641,9.224894,-19.031843
0.0,2.553649,7.483048,30.138768,-35.429233,95.556429,37.155277,-48.808752,83.378489,7.016509,-13.379518,-12.177939
2.163895,0.0,0.0,0.0,15.861348,108.460166,-0.059534,17.694632,109.111238,-0.059534,1.833284,0.651072
0.0,3.141773,4.509596,8.67377,-28.01279,104.602623,8.448268,-35.084788,101.255031,-0.225502,-7.071998,-3.347592
2.923262,0.0,6.165681,38.498098,-1.15054,100.425152,49.910183,4.007918,94.15602,11.412084,5.158459,-6.269133
8.597432,0.0,7.076878,42.515681,35.094653,88.675235,43.90263,60.29508,62.510761,1.386949,25.200427,-26.164474
0.0,0.0,6.028785,36.869625,-21.286688,98.114325,47.32802,-26.858379,91.706672,10.458395,-5.57169,-6.407653
5.020733,0.0,9.540558,56.668868,1.717785,87.196013,73.444236,12.638223,61.179839,16.775368,10.920438,-26.016174
8.812127,0.0,7.628011,45.495894,34.422082,86.84862,46.983517,61.730935,58.09943,1.487623,27.308853,-28.74919
0.0,9.609618,0.0,-54.249981,-31.321241,80.737892,-74.615958,-18.138495,51.757387,-20.365976,13.182746,-28.980506
0.0,3.071963,9.381783,37.267488,-42.467092,87.383987,42.296363,-58.979559,64.057231,5.028875,-16.512467,-23.326756
8.136462,0.0,6.75681,40.936878,33.286799,90.765664,43.695989,58.369731,69.501712,2.759111,25.082932,-21.263952
9.841765,2.749762,0.0,-16.015477,56.942668,84.702039,-34.15758,67.019702,59.213219,-18.142104,10.077034,-25.48882
0.0,0.0,8.819746,50.88151,-29.376454,85.12249,65.396162,-35.886032,62.071297,14.514652,-6.509578,-23.051193
6.804502,0.0,0.0,0.0,47.40929,94.928532,-9.577758,57.491948,84.124874,-9.577758,10.082658,-10.803658
5.913395,0.0,0.0,0.0,41.834785,98.558272,-8.766379,51.614089,92.780279,-8.766379,9.779304,-5.777993
4.326095,0.0,9.332417,55.574429,-2.338695,88.216746,74.562177,6.752941,64.111035,18.987747,9.091636,-24.105711
3.233565,0.0,2.730107,17.412595,13.760967,106.955767,20.163954,20.085272,104.997503,2.751359,6.324305,-1.958264
6.8669,9.97474,0.0,-58.601555,12.750472,83.817643,-73.028931,24.705096,50.489928,-14.427376,11.954624,-33.327715
1.271901,0.0,3.343518,21.25646,-2.935367,107.157947,26.475382,-0.083646,107.537177,5.218922,2.85172,0.37923
0.0,2.601658,0.0,-16.485072,-9.517661,107.772389,-17.841223,-8.653402,106.650749,-1.35615,0.864259,-1.12164
0.0,0.789523,0.0,-5.021506,-2.899168,109.795973,-2.712836,-1.057621,109.220942,2.30867,1.841547,-0.575031
0.0,3.559376,9.045942,32.754816,-43.447792,89.327022,38.52311,-60.386157,67.547733,5.768293,-16.938365,-21.779289
0.0,1.007668,3.847503,17.97353,-17.741249,106.034406,19.642372,-21.169521,104.01881,1.668842,-3.428273,-2.015596
3.142343,6.288575,0.0,-39.233703,-0.014005,100.038425,-49.213708,6.046432,91.843136,-9.980005,6.060438,-8.19529
3.062511,0.0,6.856076,42.444688,-2.612984,98.143706,56.502499,3.112653,88.411657,14.057811,5.725637,-9.73205
0.0,0.921332,0.0,-5.86021,-3.383394,109.721997,-5.35884,-1.82145,111.626219,0.50137,1.561944,1.904222
2.843706,0.0,6.279982,39.145681,-2.132576,100.05475,50.805481,3.435115,92.588662,11.6598,5.567691,-7.466087
0.0,5.81343,0.0,-35.672556,-20.59556,98.936486,-47.30879,-16.489012,92.704295,-11.636234,4.106548,-6.23219
7.361776,0.0,0.0,0.0,50.733151,92.430178,-13.052239,64.724348,79.977536,-13.052239,13.991197,-12.452642
0.0,0.0,7.440012,44.330987,-25.594507,92.065865,57.269893,-32.142054,77.009791,12.938906,-6.547547,-15.056074
0.0,0.0,5.363782,33.128954,-19.127011,100.563489,40.675585,-23.761367,96.656528,7.546631,-4.634356,-3.906962
9.446874,0.0,1.362385,7.890666,58.6231,84.70233,-10.8948,74.354879,60.590847,-18.785466,15.731779,-24.111483
0.0,0.0,1.456863,9.263908,-5.34852,109.303417,9.324723,-4.232844,110.187237,0.060815,1.115676,0.88382
7.440852,0.0,0.823066,4.957066,48.88468,93.664927,-6.826126,63.859741,81.958807,-11.783192,14.975061,-11.70612
5.783584,0.0,5.300486,33.15894,22.634039,99.53295,37.841053,37.479284,90.985813,4.682113,14.845245,-8.547137
0.391053,7.747202,0.0,-46.113008,-23.935643,91.441213,-62.923657,-16.285654,76.756277,-16.810649,7.649989,-14.684936
0.0,7.351988,0.0,-43.88664,-25.337964,92.475524,-59.604755,-18.236068,79.087934,-15.718114,7.101896,-13.38759
8.417585,0.0,1.3112,7.781208,53.188822,89.909159,-5.807456,69.95249,71.897239,-13.588664,16.763669,-18.01192
0.0,0.0,6.778106,40.918503,-23.624309,95.042594,52.958988,-28.547293,85.227583,12.040485,-4.922984,-9.815011
8.685402,0.0,2.481467,14.815131,51.322955,90.202652,3.630692,71.463965,71.39921,-11.184438,20.14101,-18.803442
8.278587,9.617307,0.0,-56.328926,23.467591,82.645739,-70.783886,33.745733,48.249713,-14.45496,10.278142,-34.396026
1.759017,0.0,0.0,0.0,12.908614,108.983531,-0.205781,14.074026,108.54173,-0.205781,1.165412,-0.441802
0.0,1.059787,9.847265,50.131807,-35.924922,81.891839,64.348112,-46.442072,52.850401,14.216305,-10.51715,-29.041438
1.030067,0.0,9.795036,55.937131,-25.502825,82.123032,71.682693,-29.95459,54.334532,15.745562,-4.451765,-27.7885
9.88684,5.148867,0.0,-30.363657,49.79343,85.570574,-47.943508,59.673663,57.676821,-17.579852,9.880233,-27.893752
4.965658,0.0,1.638757,10.309113,30.118592,103.596946,7.387301,39.372585,100.621894,-2.921812,9.253993,-2.975053
0.0,7.113919,0.0,-42.67009,-24.635588,93.562465,-59.373998,-17.864839,80.170516,-16.703907,6.77075,-13.391949
0.0,0.0,9.500559,53.802585,-31.062937,81.359662,66.894179,-38.05687,54.275214,13.091594,-6.993933,-27.084448
0.0,0.0,0.824999,5.247258,-3.029506,109.777189,6.767237,-2.329991,110.333606,1.519979,0.699515,0.556416
4.237619,0.0,7.789393,47.70998,2.42533,94.669147,62.379373,11.791089,78.259672,14.669394,9.365758,-16.409474
6.516263,2.352105,0.0,-14.581767,38.227967,99.096516,-23.948786,47.192849,90.209998,-9.367019,8.964882,-8.886518
9.790351,5.67748,0.0,-33.563563,47.453401,85.77313,-49.412901,57.64498,57.233527,-15.849338,10.191579,-28.539603
8.701624,3.005526,0.0,-18.010586,49.812752,90.589719,-32.543744,61.944989,72.124943,-14.533158,12.132237,-18.464777
0.0,0.0,4.732099,29.463062,-17.010507,102.640135,36.957566,-18.393063,100.649566,7.494504,-1.382556,-1.990569
7.762378,0.0,0.0,0.0,53.038155,90.530385,-15.580565,65.53253,74.267256,-15.580565,12.494375,-16.263129
0.0,0.0,1.120789,7.128849,-4.115843,109.58825,10.004943,-3.781351,109.946169,2.876094,0.334492,0.357918
0.0,8.457549,2.079923,-38.124877,-36.368487,90.827261,-59.123518,-32.199326,72.427175,-20.998641,4.169161,-18.400086
9.234942,0.0,6.975314,41.516742,39.499497,86.597346,39.506678,66.356394,59.01375,-2.010064,26.856897,-27.583596
0.0,5.670483,6.172923,3.127851,-42.567544,98.047937,-3.379408,-54.744278,86.632381,-6.507258,-12.176734,-11.415557
2.455713,2.997265,0.0,-19.129177,7.053247,107.43901,-18.761472,8.552744,108.103769,0.367706,1.499497,0.664759
0.0,0.0,3.735927,23.494639,-13.564636,105.404939,29.589859,-15.355434,104.577873,6.09522,-1.790798,-0.827066
1.551661,0.0,1.405749,8.978546,6.259885,109.27055,11.329769,8.943241,110.341623,2.351223,2.683356,1.071072
0.0,0.0,9.52091,53.886508,-31.11139,81.244025,67.135009,-39.207915,52.821484,13.248501,-8.096525,-28.422541
0.0,7.594084,9.661063,12.165906,-58.636284,83.91331,-1.516405,-76.934174,50.299068,-13.682312,-18.29789,-33.614242
9.547688,0.0,0.0,0.0,62.34994,81.091596,-20.731649,73.715803,54.166835,-20.731649,11.365863,-26.924761
0.0,6.722587,0.0,-40.625029,-23.454871,95.281225,-55.483413,-18.197376,84.668633,-14.858384,5.257496,-10.612592
5.368936,1.947368,0.0,-12.219464,31.846179,102.599559,-20.361789,38.616567,98.443924,-8.142325,6.770389,-4.155634
0.0,0.0,2.628003,16.649853,-9.612797,107.726966,19.275241,-10.774697,107.188153,2.625387,-1.1619,-0.538813
0.0,0.0,5.018739,31.139191,-17.97822,101.728433,39.352552,-20.315546,98.550204,8.21336,-2.337326,-3.17823
2.435961,6.037074,0.0,-37.680541,-4.198682,100.741839,-47.706901,0.196522,94.974763,-10.026359,4.395204,-5.767076
0.0,0.0,2.793017,17.680148,-10.207638,107.432057,21.275118,-10.967484,107.407614,3.59497,-0.759845,-0.024443
7.911919,0.0,0.0,0.0,53.879595,89.799623,-14.149312,67.260241,73.184912,-14.149312,13.380646,-16.614711
0.0,3.981152,0.0,-24.982659,-14.423745,104.783155,-30.074047,-14.270379,103.108106,-5.091388,0.153366,-1.675049
6.316336,0.0,9.643369,57.126122,10.223869,85.864619,72.743328,27.870204,56.080006,15.617207,17.646335,-29.784613
0.0,0.0,9.684893,54.555392,-31.497571,80.305787,69.588886,-38.395034,53.62942,15.033494,-6.897464,-26.676367
8.839268,6.178612,0.0,-37.148096,39.919029,89.220425,-52.063134,49.99227,63.966718,-14.915038,10.073241,-25.253707
6.050692,0.0,6.637749,41.068337,19.516737,96.266442,49.536262,37.294849,81.784468,8.467925,17.778111,-14.481973
0.0,0.0,7.618113,45.220819,-26.108252,91.22433,58.844746,-32.348577,76.288151,13.623928,-6.240325,-14.936179
0.0,0.0,5.923562,36.286509,-20.950025,98.519473,47.800751,-26.360007,92.527192,11.514242,-5.409982,-5.992281
0.0,6.824565,0.0,-41.163248,-23.765612,94.841573,-55.382194,-17.379507,84.162858,-14.218946,6.386105,-10.678715
0.0,9.812884,9.773757,-0.224384,-64.849659,77.922953,-20.497685,-75.587126,33.921222,-20.2733,-10.737467,-44.001732
1.736043,7.449953,0.0,-45.28875,-13.961322,94.940927,-61.270246,-6.924672,81.747631,-15.981496,7.036651,-13.193295
0.0,0.0,8.485472,49.369243,-28.503346,86.891628,65.335901,-34.595892,66.349002,15.966657,-6.092546,-20.542626
1.347953,0.0,1.214456,7.753853,5.460875,109.452984,8.793474,7.854465,108.970303,1.039621,2.39359,-0.482681
1.037982,4.098966,0.0,-25.897382,-7.379333,105.474872,-31.912519,-3.670078,105.296506,-6.015137,3.709255,-0.178366
0.0,9.748827,0.0,-54.8126,-31.646069,79.936913,-75.016023,-16.479043,50.832903,-20.203423,15.167026,-29.104011
0.0,0.0,3.201585,20.216027,-11.671729,106.624943,26.00066,-13.448262,106.33742,5.784633,-1.776533,-0.287523
0.0,9.41864,0.0,-53.462727,-30.86672,81.82334,-73.331543,-17.554996,55.373607,-19.868816,13.311724,-26.449733
7.958284,2.23869,0.0,-13.538169,47.755585,93.283839,-25.92819,59.387579,77.655551,-12.390021,11.631994,-15.628288
6.585388,0.0,0.0,0.0,46.066996,95.863441,-11.117377,57.970532,87.00954,-11.117377,11.903536,-8.853902
0.0,0.0,9.001068,51.680665,-29.837846,84.140829,66.254217,-35.445256,62.634199,14.573552,-5.60741,-21.50663
0.0,0.0,3.272645,20.654673,-11.924981,106.473411,25.820487,-13.481798,107.147989,5.165814,-1.556816,0.674578
0.063583,3.148059,0.0,-19.894791,-11.022275,106.799677,-22.583573,-9.089031,105.183938,-2.688782,1.933244,-1.61574
0.0,5.460779,5.564694,0.650477,-39.84658,99.698126,-6.046107,-50.860356,89.95641,-6.696584,-11.013776,-9.741716
0.0,2.212402,0.0,-14.041813,-8.107045,108.390191,-15.431869,-6.257486,108.906079,-1.390055,1.849559,0.515888
5.052058,0.0,0.0,0.0,36.179878,101.619142,-6.287562,44.560441,97.267874,-6.287562,8.380562,-4.351267
0.0,0.411218,6.769503,38.590177,-25.161948,95.862278,50.303997,-30.29433,86.619553,11.71382,-5.132382,-9.242725
0.0,6.341682,7.714592,8.383344,-49.554696,92.803503,0.305577,-66.082588,75.38335,-8.077767,-16.527891,-17.420153
0.793838,0.0,0.0,0.0,5.830042,109.793733,1.591824,6.803681,110.392794,1.591824,0.973639,0.599061
0.0,4.229521,0.0,-26.477848,-15.286993,104.114049,-33.595107,-12.38555,102.26783,-7.117259,2.901442,-1.846219
5.690144,4.455653,0.0,-27.978176,25.104074,100.909727,-36.536293,32.857163,94.145087,-8.558117,7.753089,-6.76464
8.424757,0.0,0.0,0.0,56.683383,87.207189,-17.495801,69.560432,66.288626,-17.495801,12.877049,-20.918563
0.0,0.0,3.615701,22.761111,-13.141134,105.6956,28.193213,-13.068853,104.118485,5.432102,0.07228,-1.577115
0.0,5.608228,0.0,-34.518969,-19.929536,99.69413,-46.214733,-15.485988,94.642048,-11.695764,4.443548,-5.052082
1.429906,0.0,0.0,0.0,10.499471,109.32902,1.31146,12.346755,109.512374,1.31146,1.847284,0.183353
2.236394,0.0,4.347501,27.561629,0.458579,105.251203,34.701272,3.765977,103.04927,7.139643,3.307399,-2.201933
0.0,2.285908,6.973107,28.848951,-32.901888,97.379293,35.249964,-44.478718,87.690305,6.401012,-11.576829,-9.688988
0.0,0.0,4.10857,25.751272,-14.867504,104.444821,31.273845,-17.402279,103.325977,5.522573,-2.534775,-1.118844
9.931482,0.0,9.918089,56.65394,32.797504,77.092154,54.349115,59.394994,32.122824,-2.304824,26.597491,-44.96933
0.0,0.0,9.359831,53.216756,-30.724708,82.154409,67.048347,-36.993078,53.933674,13.831591,-6.26837,-28.220735
0.139804,0.0,0.0,0.0,1.025633,109.993624,1.667401,1.555132,111.047799,1.667401,0.529499,1.054175
0.975785,4.051218,0.0,-25.595767,-7.658938,105.54768,-29.470888,-5.262294,104.522938,-3.875121,2.396644,-1.024742
0.0,3.415109,5.076804,10.496355,-30.969355,103.227313,9.542556,-40.915335,98.948532,-0.953799,-9.945979,-4.278781
0.0,0.0,2.314993,14.687212,-8.479666,108.237071,17.482447,-8.16912,108.023892,2.795235,0.310546,-0.213179
9.029232,0.0,0.0,0.0,59.817455,83.98699,-18.533418,73.956921,59.564194,-18.533418,14.139466,-24.422796
0.0,0.0,4.525286,28.241492,-16.305233,103.265988,35.538492,-17.950677,101.046415,7.296999,-1.645444,-2.219573
8.81201,3.477931,0.0,-20.855365,48.974788,90.365243,-37.222417,60.323477,71.130938,-16.367053,11.348689,-19.234304
0.0,0.0,0.905925,5.762187,-3.3268,109.731235,6.641711,-3.665463,109.935406,0.879525,-0.338663,0.204171
3.705558,4.920784,0.0,-31.114055,9.091151,103.350197,-38.304629,14.159802,98.319738,-7.190574,5.068651,-5.030459
0.0,0.0,8.668173,50.201986,-28.98413,85.931287,65.585033,-35.776994,65.476446,15.383047,-6.792863,-20.454841
0.0,0.0,9.932204,55.539058,-32.06549,78.869533,68.807112,-38.177727,48.388114,13.268053,-6.112236,-30.481419
6.530883,0.0,5.86866,36.38373,25.746852,96.857873,43.323447,44.774347,85.423832,6.939717,19.027495,-11.434041
5.48303,0.0,0.0,0.0,39.039442,100.143919,-5.457659,49.417819,94.255031,-5.457659,10.378377,-5.888889
0.0,1.847638,0.834422,-6.462462,-9.876515,109.151117,-6.796569,-8.806346,108.992237,-0.334107,1.070169,-0.15888
0.0,6.846177,0.0,-41.276839,-23.831194,94.747647,-55.535389,-17.54957,83.897986,-14.258549,6.281625,-10.849661
0.0,2.240197,0.0,-14.21677,-8.208056,108.349392,-15.394068,-7.746998,107.935179,-1.177298,0.461058,-0.414214
7.002291,0.0,0.0,0.0,48.604097,94.061429,-12.373357,62.157668,81.889613,-12.373357,13.553571,-12.171816
5.978498,0.0,8.921726,53.597428,10.527659,89.137741,69.36015,27.63362,65.662288,15.762722,17.105961,-23.475453
0.0,1.924727,7.70412,35.026545,-33.692148,94.064006,44.261621,-45.211695,81.033625,9.235075,-11.519546,-13.030381
7.275222,0.0,4.559591,28.14304,35.603039,96.324513,27.696397,54.590109,83.328642,-0.446643,18.98707,-12.99587
5.083168,0.0,0.0,0.0,36.388207,101.516475,-6.170606,45.690219,96.390448,-6.170606,9.302012,-5.126027
4.442121,9.998994,0.0,-58.692078,-3.777816,85.059022,-75.748537,9.269874,56.251371,-17.056459,13.047691,-28.807651
0.0,2.055153,0.0,-13.050764,-7.534862,108.611383,-13.373234,-6.236341,110.150341,-0.322471,1.298521,1.538958
