target_index,method,source_dl1,source_dl2,source_dl3,target_x,target_y,target_z,ik_dl1,ik_dl2,ik_dl3,ik_dl_norm,ik_forward_x,ik_forward_y,ik_forward_z,ik_residual_norm,reached_x,reached_y,reached_z,err_x,err_y,err_z,err_norm,active_tendons,active_set,solver,nfev,success
28,PCC IK,0.0,5.010447751033635,1.5231210271316842,-22.209310667709797,-23.215921914295166,103.46836190038432,0.0,4.967552578918196,1.4326248909939143,5.170008965428604,-22.210366494148843,-23.217025593053208,103.47195735001048,0.0039064221846343925,-22.494247142521562,-22.714650360100524,103.53805170425915,-0.2849364748117651,0.5012715541946413,0.06968980387482304,0.5807913863746416,2 3,2 3,scipy.least_squares,5,True
28,PCC+NN IK,0.0,5.010447751033635,1.5231210271316842,-22.209310667709797,-23.215921914295166,103.46836190038432,0.0,5.011353023885697,1.5186405855630967,5.236404143888031,-22.212570377495723,-23.21942658912808,103.47934049167523,0.011976557114033852,-22.242701270398822,-23.201146516046247,103.46293730940783,-0.03339060268902472,0.014775398248918492,-0.00542459097648873,0.03691437292725763,2 3,2 3,scipy.least_squares,26,True
29,PCC IK,4.461562755740307,3.810212260964825,0.0,-24.16496794697271,19.51923232288997,104.1822329306846,4.561289457150171,3.802559814572862,0.0,5.938419205084271,-24.092716874158754,19.46087158437839,103.95389363241782,0.24650563574765247,-24.117058764702417,20.276614865052863,104.00439059255466,0.04790918227029195,0.7573825421628939,-0.17784233812994898,0.7794559013507197,1 2,1 2,scipy.least_squares,8,True
29,PCC+NN IK,4.461562755740307,3.810212260964825,0.0,-24.16496794697271,19.51923232288997,104.1822329306846,4.4525031096668695,3.8130158811067822,0.0,5.862070798887171,-24.18187258997066,19.53179275503533,104.23363304822043,0.0555473086050304,-24.18276847595114,19.44265358687047,104.19556652848127,-0.017800528978430208,-0.07657873601949916,0.013333597796659546,0.07974300265514936,1 2,1 2,scipy.least_squares,18,True
30,PCC IK,0.0,0.0,3.6181261055339045,23.552652886610648,-12.809455349619713,105.88131606207986,0.10804451794929734,0.0,3.7257511114391315,3.7273173948898988,23.45404244675831,-12.755824711462738,105.55410176595386,0.34593273881815567,24.25208187627214,-12.406281456816162,105.7388176457783,0.6994289896614916,0.40317389280355087,-0.14249841630156368,0.8197901548967991,1 3,1 3,scipy.least_squares,5,True
30,PCC+NN IK,0.0,0.0,3.6181261055339045,23.552652886610648,-12.809455349619713,105.88131606207986,0.0,3.6041406533157513e-07,3.6114610107431484,3.611461010743166,23.53769509663419,-12.820039675375746,105.85910140226493,0.02879678008706718,23.510954223880166,-12.785383305860721,105.8977613439576,-0.04169866273048228,0.024072043758991413,0.016445281877736306,0.05087916135593738,2 3,2 3,scipy.least_squares,29,True
31,PCC IK,0.0,1.1800590212051532,0.0,-7.054439151451942,-3.82005435003184,109.8396670340601,0.034322740275462026,1.1058307460600258,0.0,1.1063632719101308,-7.034856550633476,-3.809450164224612,109.61115217983792,0.22959739896530904,-6.576292357973254,-3.297637571349648,109.90813812884981,0.4781467934786878,0.5224167786821918,0.06847109478971447,0.711499780452764,1 2,1 2,scipy.least_squares,11,True
31,PCC+NN IK,0.0,1.1800590212051532,0.0,-7.054439151451942,-3.82005435003184,109.8396670340601,1.161094289169085e-09,1.1829605306844422,0.0,1.1829605306844422,-7.059869083640103,-3.8057552538605997,109.8165924017664,0.02768369502743151,-7.073122519802578,-3.830636488443485,109.83738589765065,-0.018683368350635554,-0.010582138411645126,-0.0022811364094508235,0.021592903686333334,1 2,1 2,scipy.least_squares,21,True
32,PCC IK,6.997071338107496,0.0,2.6586996145951955,16.254820272400757,42.18028506624759,97.16672642834057,7.214930444788552,0.0,2.626204747480203,7.678031824551412,16.135758941483495,41.87132817318886,96.66169821701591,0.6038902686101825,15.924758741065718,43.7506534498241,96.26414670093376,-0.3300615313350388,1.5703683835765077,-0.9025797274068026,1.8410995733337354,1 3,1 3,scipy.least_squares,6,True
32,PCC+NN IK,6.997071338107496,0.0,2.6586996145951955,16.254820272400757,42.18028506624759,97.16672642834057,6.996638800796082,0.0,2.6581080892320053,7.484550295298032,16.257984970518915,42.18807976004204,97.17973552247989,0.015492226949471706,16.251207943070096,42.17925416889286,97.16818099313952,-0.0036123293306609128,-0.001030897354731053,0.0014545647989478994,0.004028328599243481,1 3,1 3,scipy.least_squares,20,True
33,PCC IK,0.0,7.787509039657946,7.168901891589956,-4.833105961484082,-53.31792130176969,89.92114693407306,0.0,8.053984772453672,7.252898568448013,10.838413553611565,-4.8411139819400315,-53.40626426834004,90.02271999609725,0.13485434758672957,-6.035334196202968,-54.35061278609675,88.8744094197609,-1.202228234718886,-1.03269148432706,-1.04673751431217,1.8993324759044519,2 3,2 3,scipy.least_squares,7,True
33,PCC+NN IK,0.0,7.787509039657946,7.168901891589956,-4.833105961484082,-53.31792130176969,89.92114693407306,0.0,7.790387395580274,7.173198224439147,10.589849316223198,-4.832724746373994,-53.314618488240335,89.9174142818356,0.004998659309819426,-4.825170755350744,-53.34065937350811,89.90176458577103,0.007935206133338646,-0.02273807173842357,-0.019382348302031005,0.03091379673319853,2 3,2 3,scipy.least_squares,19,True
34,PCC IK,0.0,0.9639096215349929,9.026023965438416,48.45172214462941,-34.05014824383935,85.05478143390124,0.0,0.9064510680313842,9.252233519051856,9.296530461941268,48.27858654372409,-33.92847470649222,84.85431241729009,0.29149307472468816,49.82428312496103,-34.39764599486876,83.62236991786914,1.3725609803316203,-0.34749775102940816,-1.4324115160321043,2.0140707740694683,2 3,2 3,scipy.least_squares,7,True
34,PCC+NN IK,0.0,0.9639096215349929,9.026023965438416,48.45172214462941,-34.05014824383935,85.05478143390124,0.0,0.9698923717608894,9.036157581594974,9.08806002688232,48.47408398798908,-34.0662359491219,85.08178632494437,0.03857629375603896,48.467869969327204,-34.1011670411411,85.00926491479453,0.01614782469779641,-0.05101879730175085,-0.045516519106712394,0.07025256886534198,2 3,2 3,scipy.least_squares,25,True
35,PCC IK,2.023633647952303,3.0595662415065252,0.0,-19.24812811030084,4.254844436452096,107.81156310760231,2.080910099227882,3.0095441565180567,0.0,3.658899133769688,-19.20216197909468,4.244683507600668,107.62006017387236,0.19720421729862522,-18.92852625140104,4.861002313573023,107.85912536856316,0.3196018588998015,0.6061578771209266,0.04756226096084504,0.686902386715656,1 2,1 2,scipy.least_squares,8,True
35,PCC+NN IK,2.023633647952303,3.0595662415065252,0.0,-19.24812811030084,4.254844436452096,107.81156310760231,2.0253233593191355,3.068564699419371,0.0,3.676686555082775,-19.25348915708689,4.255835044648416,107.83345727796348,0.02256273084191128,-19.306228777403504,4.234608108808404,107.79812659131747,-0.05810066710266426,-0.02023632764369232,-0.013436516284841105,0.06297409343650989,1 2,1 2,scipy.least_squares,16,True
36,PCC IK,8.566142840923755,0.0,7.585195298352101,46.26557713019059,35.90100673741184,86.34160356576152,9.051650120486896,0.0,7.723148970357554,11.898714212974669,45.864979957085374,35.5901526968113,85.8441322495527,0.7103421993012284,46.60061165306823,38.672724156567874,84.24790816582394,0.3350345228776348,2.771717419156033,-2.093695399937573,3.489731509857539,1 3,1 3,scipy.least_squares,6,True
