target_index,method,source_dl1,source_dl2,source_dl3,target_x,target_y,target_z,ik_dl1,ik_dl2,ik_dl3,ik_dl_norm,ik_forward_x,ik_forward_y,ik_forward_z,ik_residual_norm,reached_x,reached_y,reached_z,err_x,err_y,err_z,err_norm,active_tendons,active_set,solver,nfev,success
36,PCC+NN IK,8.566142840923755,0.0,7.585195298352101,46.26557713019059,35.90100673741184,86.34160356576152,8.567284464636796,0.0,7.588251364581236,11.444645991470246,46.22492413993184,35.87032135315117,86.29192355625199,0.07115027595920168,46.28258848760686,35.89762712323667,86.33007389656399,0.017011357416265582,-0.0033796141751736286,-0.011529669197528847,0.020826457810232974,1 3,1 3,scipy.least_squares,19,True
37,PCC IK,4.320930397751037,6.2730884070244315,0.0,-39.564228480978,9.521684600974346,99.30825627382956,4.486321632392219,6.332845697867891,0.0,7.760928837598902,-39.528629427918226,9.513117191502648,99.24415791537136,0.07381932430498073,-39.92484702543672,10.505629893161803,98.9707993935111,-0.3606185444587169,0.9839452921874567,-0.3374568803184559,1.1009410605021723,1 2,1 2,scipy.least_squares,6,True
37,PCC+NN IK,4.320930397751037,6.2730884070244315,0.0,-39.564228480978,9.521684600974346,99.30825627382956,4.320205514081579,6.277961142680829,0.0,7.620824876147678,-39.573499116745744,9.523863633104028,99.32499599011521,0.01925904903894709,-39.593693689461645,9.498956801094897,99.29449165591306,-0.02946520848364287,-0.022727799879449506,-0.013764617916493194,0.03967639228473136,1 2,1 2,scipy.least_squares,24,True
38,PCC IK,0.8444432113988909,4.1580740217060965,0.0,-26.20122728564769,-8.309736246853205,105.3528049352961,0.9346831611812738,4.147889020797002,0.0,4.251895570289107,-26.179065814561373,-8.302707703014597,105.2871599916028,0.06964043266449067,-26.14431312281686,-7.621631714574056,105.44774287595855,0.05691416283082873,0.6881045322791497,0.09493794066244732,0.6969507025974419,1 2,1 2,scipy.least_squares,6,True
38,PCC+NN IK,0.8444432113988909,4.1580740217060965,0.0,-26.20122728564769,-8.309736246853205,105.3528049352961,0.8457874469332946,4.16162289995953,0.0,4.2467000796921734,-26.202285015831034,-8.310096510861708,105.3558718761655,0.003264155264827895,-26.22376428566598,-8.31235608087774,105.34471765130662,-0.022537000018289177,-0.002619834024534029,-0.00808728398948233,0.024087010243428093,1 2,1 2,scipy.least_squares,33,True
39,PCC IK,0.0,4.9399081924451895,0.0,-30.97633486741064,-16.954350268877402,102.01116483451783,0.12959729750728657,4.985225216981306,0.0,4.986909456120844,-30.98568823711861,-16.959469674184138,102.03353807142905,0.02478417974180796,-31.27343505205284,-16.195286775460723,102.05947051363789,-0.29710018464220056,0.7590634934166793,0.04830567912006245,0.816565579355151,1 2,1 2,scipy.least_squares,6,True
39,PCC+NN IK,0.0,4.9399081924451895,0.0,-30.97633486741064,-16.954350268877402,102.01116483451783,0.009335091527352806,4.954291653905723,0.0,4.9543004486903826,-30.97639196217083,-16.95438378579468,102.01130477503973,0.00015481132082623519,-31.065847625611465,-16.93590860941361,101.97727344770358,-0.08951275820082571,0.01844165946379306,-0.03389138681424697,0.09747438014519975,1 2,1 2,scipy.least_squares,21,True
40,PCC IK,0.0,1.0340296772255164,0.0,-6.114594355764721,-3.287085708815839,109.94711735245447,0.033009056909275684,0.9584021008813878,0.0,0.9589703774423366,-6.0969363875565845,-3.277593186454608,109.70906588165303,0.23889414930622652,-5.627964816040539,-2.7687342785082043,110.00711118769549,0.48662953972418244,0.5183514303076349,0.05999383524101631,0.713509477513135,1 2,1 2,scipy.least_squares,11,True
40,PCC+NN IK,0.0,1.0340296772255164,0.0,-6.114594355764721,-3.287085708815839,109.94711735245447,1.0004579461286755e-09,1.0364488330282058,0.0,1.0364488330282058,-6.12423698499122,-3.265766732786895,109.92220831426769,0.034175125760013865,-6.130156087462402,-3.2959207957906873,109.9454546680582,-0.015561731697681047,-0.008835086974848139,-0.0016626843962654902,0.01797194409865908,1 2,1 2,scipy.least_squares,31,True
41,PCC IK,1.705929685368861,9.251201183767972,0.0,-55.43687687104828,-18.226839120299037,85.17519016712697,2.054453498928801,9.543903583963282,0.0,9.76252399737117,-55.60754839192622,-18.282953447335288,85.34837851009775,0.24954315834838112,-56.9874923572494,-16.74512172764312,84.06752918329056,-1.5506154862011243,1.4817173926559164,-1.1076609838364107,2.4138781396042432,1 2,1 2,scipy.least_squares,9,True
41,PCC+NN IK,1.705929685368861,9.251201183767972,0.0,-55.43687687104828,-18.226839120299037,85.17519016712697,1.699650880050903,9.251111783222422,0.0,9.405949305611557,-55.432040529847235,-18.22509667585879,85.17010980826691,0.007227472240499279,-55.43346385759289,-18.267267957222177,85.16504994704235,0.003413013455386249,-0.04042883692314092,-0.010140220084622342,0.04182061189376775,1 2,1 2,scipy.least_squares,21,True
42,PCC IK,5.9091549148141675,0.0,0.22803871029697498,1.0606306663730405,42.389087097066515,98.82376491967703,6.039806469845247,0.0,0.17201785978624726,6.042255567027097,1.0539559203837714,42.12232536222653,98.37880958545595,0.5188367998327112,0.6664107128395548,43.4248620376073,98.1990624328086,-0.3942199535334857,1.035774940540783,-0.6247024868684292,1.272199786321239,1 3,1 3,scipy.least_squares,6,True
42,PCC+NN IK,5.9091549148141675,0.0,0.22803871029697498,1.0606306663730405,42.389087097066515,98.82376491967703,5.912828614035962,0.0,0.21366257153445653,5.916687748515815,1.061231834990685,42.41074308127533,98.86071589881627,0.04283360730906696,0.9684369540422475,42.456614307420885,98.78422202516714,-0.09219371233079299,0.06752721035437048,-0.03954289450989279,0.120926610958039,1 3,1 3,scipy.least_squares,24,True
43,PCC IK,4.823034369429003,0.0,7.827352272502862,49.610931628379106,7.934151690791978,93.5586105993978,5.1563903564341835,0.0,8.075771525412021,9.581568099146562,49.25760729168838,7.877645416351347,93.09476416703484,0.5858195616100096,50.971116299397494,9.50869283295231,92.30153610021105,1.3601846710183878,1.5745411421603315,-1.2570744991867429,2.430950111403885,1 3,1 3,scipy.least_squares,6,True
43,PCC+NN IK,4.823034369429003,0.0,7.827352272502862,49.610931628379106,7.934151690791978,93.5586105993978,4.832196941477904,0.0,7.830830718809441,9.201740978090939,49.61588065928427,7.934800748743825,93.56530730055258,0.008352244577452362,49.62974229044895,7.989708420243834,93.5379630987314,0.018810662069846273,0.055556729451855524,-0.02064750066639931,0.06218287930501115,1 3,1 3,scipy.least_squares,18,True
44,PCC IK,4.907069943545209,0.0,0.0,-0.11420649791672344,36.25867429670093,102.1219098744031,5.040696452048338,0.018299939199267524,0.0,5.040729670342122,-0.1135339525557479,36.045160878456514,101.68505103462128,0.4862448745058359,-0.2592258450020559,37.1225262070696,101.69618824135715,-0.14501934708533248,0.8638519103686662,-0.4257216330459528,0.9739145973441219,1 2,1 2,scipy.least_squares,5,True
44,PCC+NN IK,4.907069943545209,0.0,0.0,-0.11420649791672344,36.25867429670093,102.1219098744031,4.918692871197591,0.00841965909575918,0.0,4.918700077442137,-0.11418165617754863,36.24957745993734,102.10303676350868,0.020951070880706964,-0.16865653665309277,36.310982805071895,102.09610107507655,-0.05445003873636933,0.052308508370963125,-0.025808799326554777,0.07979399030669926,1 2,1 2,scipy.least_squares,24,True
45,PCC IK,5.717280523760754,0.0,4.734894010569538,30.39982008412854,25.940237077323413,100.32508408571393,5.974529968454008,0.0,4.822130132766894,7.677756662026579,30.178177690221947,25.75110910706038,99.79805468025266,0.6022082149334336,30.849675185471096,27.514272006218242,99.55917768858157,0.4498551013425569,1.5740349288948288,-0.7659063971323548,1.807364982164127,1 3,1 3,scipy.least_squares,6,True
45,PCC+NN IK,5.717280523760754,0.0,4.734894010569538,30.39982008412854,25.940237077323413,100.32508408571393,5.723716263339627,0.0,4.735450204892209,7.4286887474326315,30.41078001557974,25.949816543829556,100.35189492697337,0.030507498832198544,30.400715246761855,25.985615464280908,100.30866187127354,0.0008951626333164597,0.045378386957494854,-0.016422214440382277,0.04826684624180583,1 3,1 3,scipy.least_squares,17,True
46,PCC IK,0.0,0.0,5.206724024715378,33.26402378578955,-18.416317952460894,101.0840480659429,0.10996505639768021,0.0,5.3555080804170885,5.356636921898037,33.12134205560811,-18.33732349260447,100.7705000041485,0.3534269201271981,34.194062224044586,-18.137465257181304,100.73055377595418,0.9300384382550391,0.2788526952795891,-0.353494289988717,1.0332901506117198,1 3,1 3,scipy.least_squares,6,True
46,PCC+NN IK,0.0,0.0,5.206724024715378,33.26402378578955,-18.416317952460894,101.0840480659429,9.506960037184335e-09,0.0,5.198163985695523,5.198163985695523,33.2715374793941,-18.417375488091796,101.09740453516494,0.015361290416926639,33.213151460680706,-18.386946731328692,101.11454496068241,-0.05087232510884121,0.029371221132201697,0.03049689473951389,0.06618702804575317,1 3,1 3,scipy.least_squares,28,True
47,PCC IK,0.21612079880330426,8.262919241943578,0.0,-49.83224194832382,-25.224770855000425,87.66026987666132,0.525816581423514,8.532752050406591,0.0,8.548937982639586,-49.9844769173727,-25.30183124988131,87.8402152191098,0.24798007284742066,-51.34283321787912,-23.942456935889172,86.88641203158771,-1.5105912695552988,1.2823139191112531,-0.7738578450736071,2.1272214118857296,1 2,1 2,scipy.least_squares,8,True
47,PCC+NN IK,0.21612079880330426,8.262919241943578,0.0,-49.83224194832382,-25.224770855000425,87.66026987666132,0.21624189202648572,8.27446341142396,0.0,8.277288523596424,-49.82207164534174,-25.21922061110738,87.64813363794796,0.016778812834259665,-49.89061036770184,-25.253296384778846,87.59751215718843,-0.058368419378020064,-0.028525529778420378,-0.06275771947288433,0.09032778965116561,1 2,1 2,scipy.least_squares,23,True
48,PCC IK,5.540361435390494,0.0,1.0857574113544355,6.6723933031228135,37.20849838651571,101.39718566815628,5.685918728931403,0.0,1.0669011409406208,5.785149076432975,6.6295273030809225,36.96945675170735,100.92550394467762,0.5305299665384137,6.501370411324764,38.27912822222955,100.86411768264801,-0.17102289179804941,1.070629835713845,-0.5330679855082678,1.2081632968326197,1 3,1 3,scipy.least_squares,7,True
48,PCC+NN IK,5.540361435390494,0.0,1.0857574113544355,6.6723933031228135,37.20849838651571,101.39718566815628,5.54534693717499,0.0,1.0732545373406501,5.648251760992807,6.675076559260455,37.223086313731905,101.42700812850568,0.033307456000967996,6.589920850266947,37.283326688117526,101.36649403166709,-0.08247245285586668,0.07482830160181919,-0.030691636489194707,0.11551171694274498,1 3,1 3,scipy.least_squares,20,True
49,PCC IK,2.812337838390083,6.594226346919018,0.0,-41.389777967513886,-2.4980573459618496,98.76173075388456,2.987050722693303,6.671522204830994,0.0,7.3096977057533365,-41.396203532079014,-2.498445157498519,98.77270112286105,0.012719562620187152,-41.8677142818452,-1.5091268351788707,98.51022944487676,-0.4779363143313162,0.9889305107829789,-0.2515013090078071,1.1267917217244394,1 2,1 2,scipy.least_squares,6,True
49,PCC+NN IK,2.812337838390083,6.594226346919018,0.0,-41.389777967513886,-2.4980573459618496,98.76173075388456,2.80475030197101,6.59138832897482,0.0,7.163310991416744,-41.40181113917869,-2.4989682722332804,98.7817007545095,0.023332979491411217,-41.37203444935447,-2.5427685191101155,98.77037401596166,0.01774351815941344,-0.04471117314826589,0.008643262077100644,0.04887358612073697,1 2,1 2,scipy.least_squares,24,True
