method,N,MAE_norm,RMSE_norm,MAX_norm,MAE_X,MAE_Y,MAE_Z,RMSE_X,RMSE_Y,RMSE_Z,MAX_abs_X,MAX_abs_Y,MAX_abs_Z
PCC IK,50,1.425769629365898,1.5911298865270778,3.489731509857539,0.7228674701969166,0.8614740203322572,0.6202681620906199,0.8721234036250115,1.0400918659330265,0.8302433348537961,1.5506154862011243,2.771717419156033,2.093695399937573
PCC+NN IK,50,0.05760914799532516,0.06500603253156512,0.12745174377115628,0.035762116791467354,0.03184005652788199,0.019763662712814777,0.04637222570499535,0.03897213839306765,0.02359180742824622,0.11677956328221839,0.07657873601949916,0.06275771947288433
